pet_id,pet_name,animal,breed,birthyear,reserved,shelter,arrival_date,depart_date,image,adopt_id,createdAt,reservedAt
196,Neysa,chien,siamois,2007,true,bordeaux,08/09/2018,21/12/2020,http://dummyimage.com/165x100.png/dddddd/000000,10,2018/11/20,2022/10/09
197,Nikolai,chat,autre,1993,false,bordeaux,08/11/2009,24/02/2022,http://dummyimage.com/110x100.png/5fa2dd/ffffff,7,2022/11/03,2021/05/19
198,Estevan,chien,américain,2012,false,mérignac,01/03/1999,,http://dummyimage.com/213x100.png/ff4444/ffffff,0,2020/10/20,2018/04/23
199,Cyb,chien,berger,1998,true,toulouse,31/03/2002,,http://dummyimage.com/176x100.png/ff4444/ffffff,6,2021/04/14,2019/11/28
200,Broderic,hamster,européen,1997,false,orthez,14/05/2015,13/07/2021,http://dummyimage.com/223x100.png/cc0000/ffffff,19,2022/06/30,2023/01/20
201,Parsifal,chien,européen,2008,true,mérignac,29/05/2006,,http://dummyimage.com/132x100.png/dddddd/000000,14,2021/03/26,2018/04/27
202,Byrle,oiseau,berger australien,2003,true,nantes,28/08/2021,04/01/2020,http://dummyimage.com/190x100.png/ff4444/ffffff,8,2022/07/09,2019/12/07
203,Alfons,chien,européen,2009,false,paris,15/02/2012,03/03/2020,http://dummyimage.com/149x100.png/cc0000/ffffff,15,2020/03/12,2022/04/16
204,Luz,hamster,européen,1990,false,toulouse,26/12/2012,,http://dummyimage.com/205x100.png/dddddd/000000,20,2021/07/07,2019/04/18
205,Kim,chien,,1998,false,pau,28/03/2013,,,10,,
206,Tobit,chat,sphynx,1989,false,pau,27/04/2014,07/06/2020,http://dummyimage.com/148x100.png/dddddd/000000,5,2021/01/27,2022/03/08
207,Andonis,chien,,2005,false,nantes,08/07/2011,,,3,,
208,Rolf,lapin,berger,2002,false,bordeaux,21/03/2021,,http://dummyimage.com/146x100.png/5fa2dd/ffffff,14,2021/06/03,2022/04/15
209,Tootsie,chien,américain,1999,false,toulouse,19/06/2022,,http://dummyimage.com/203x100.png/cc0000/ffffff,0,2021/09/11,2021/03/08
210,Brucie,hamster,européen,1986,true,bordeaux,16/12/2000,16/09/2021,http://dummyimage.com/187x100.png/ff4444/ffffff,5,2021/09/22,2019/11/02
211,Bobbee,tortue,abyssin,1995,true,mérignac,16/11/2014,,http://dummyimage.com/202x100.png/ff4444/ffffff,2,2019/05/09,2020/04/05
212,Malvina,chat,abyssin,2010,false,orthez,01/08/2012,21/11/2022,http://dummyimage.com/182x100.png/dddddd/000000,7,2022/05/02,2022/02/23
213,Kaine,chien,sphynx,1990,false,paris,18/09/2003,,http://dummyimage.com/138x100.png/cc0000/ffffff,7,2020/11/07,2020/09/02
214,Berty,chat,berger,1985,false,lyon,28/04/2002,01/06/2019,http://dummyimage.com/190x100.png/dddddd/000000,2,2018/03/31,2021/04/09
215,Edith,chien,labrador,2001,false,mérignac,17/11/2008,,http://dummyimage.com/187x100.png/cc0000/ffffff,5,2018/03/05,2021/05/14
216,Jules,chien,,2007,false,paris,07/04/2001,,,9,,
217,Phoebe,chien,siamois,2012,false,nantes,09/04/2019,,http://dummyimage.com/227x100.png/dddddd/000000,11,2020/01/31,2018/04/30
218,Lezley,chien,européen,1989,true,orthez,16/04/2004,,http://dummyimage.com/221x100.png/dddddd/000000,6,2021/07/25,2020/06/15
219,Dixie,chien,abyssin,2010,false,toulouse,15/01/2001,25/08/2021,http://dummyimage.com/118x100.png/cc0000/ffffff,1,2020/04/16,2020/12/20
220,Amaleta,autre,européen,1988,true,toulouse,26/03/2013,,http://dummyimage.com/149x100.png/ff4444/ffffff,10,2021/02/05,2019/10/15
221,Nicki,chat,américain,2000,false,orthez,31/03/2021,05/08/2022,http://dummyimage.com/145x100.png/5fa2dd/ffffff,12,2022/05/20,2018/06/22
222,Madlin,chat,américain,2010,true,pau,17/05/1999,06/10/2018,http://dummyimage.com/169x100.png/ff4444/ffffff,11,2019/11/11,2022/03/24
223,Freedman,chien,,2006,true,bordeaux,16/03/2010,,,15,,
224,Carce,tortue,labrador,2003,true,nantes,10/12/2019,19/06/2021,http://dummyimage.com/191x100.png/cc0000/ffffff,1,2021/11/21,2018/04/15
225,Dyanna,oiseau,labrador,2003,true,mérignac,31/10/2002,,http://dummyimage.com/122x100.png/5fa2dd/ffffff,18,2021/06/11,2019/05/19
226,Marcile,chien,européen,2002,true,orthez,24/07/2020,,http://dummyimage.com/127x100.png/cc0000/ffffff,20,2020/11/18,2019/06/27
227,Liliane,chien,labrador,2003,true,paris,16/01/2009,27/09/2021,http://dummyimage.com/147x100.png/ff4444/ffffff,2,2020/04/30,2019/04/20
228,Tades,chien,bichon,1992,true,paris,26/11/2003,,http://dummyimage.com/218x100.png/5fa2dd/ffffff,19,2020/05/10,2020/07/24
229,Jacinta,chat,berger australien,1986,true,toulouse,10/06/2000,03/11/2018,http://dummyimage.com/172x100.png/ff4444/ffffff,12,2020/05/19,2020/11/03
230,Libbey,chat,abyssin,2005,false,nantes,09/12/2014,,http://dummyimage.com/222x100.png/ff4444/ffffff,7,2020/04/21,2019/03/24
231,Ulberto,chien,berger australien,1991,false,orthez,09/10/2022,01/06/2021,http://dummyimage.com/193x100.png/5fa2dd/ffffff,17,2019/08/13,2018/02/08
232,Gerda,chien,siamois,1988,true,bordeaux,30/09/2002,,http://dummyimage.com/172x100.png/cc0000/ffffff,9,2020/01/19,2018/02/12
233,Alanson,lapin,berger,1993,true,toulouse,11/09/2011,,http://dummyimage.com/187x100.png/dddddd/000000,12,2021/05/06,2020/06/13
234,Rianon,chat,abyssin,2001,true,nantes,11/07/2014,,http://dummyimage.com/231x100.png/5fa2dd/ffffff,19,2021/12/08,2019/01/25
235,Murvyn,chat,sphynx,1994,true,nantes,30/04/2005,,http://dummyimage.com/121x100.png/5fa2dd/ffffff,11,2019/01/30,2021/09/29
236,Gert,chat,américain,2011,true,pau,04/12/2018,,http://dummyimage.com/195x100.png/cc0000/ffffff,3,2022/05/12,2021/08/18
237,Maurizio,hamster,berger,2007,false,nantes,09/06/2003,,http://dummyimage.com/112x100.png/dddddd/000000,3,2021/07/09,2018/02/28
238,Evyn,chat,européen,1998,true,bordeaux,11/08/2004,16/07/2021,http://dummyimage.com/123x100.png/5fa2dd/ffffff,20,2020/05/07,2021/06/29
239,Lesley,lapin,berger,2009,false,pau,21/10/1998,,http://dummyimage.com/152x100.png/5fa2dd/ffffff,12,2020/05/16,2021/07/24
240,Nap,cheval,autre,2003,true,pau,25/03/2000,,http://dummyimage.com/184x100.png/cc0000/ffffff,11,2019/09/20,2018/10/07
241,Nananne,chien,siamois,1999,true,pau,15/11/2010,,http://dummyimage.com/131x100.png/ff4444/ffffff,12,2019/02/14,2021/01/19
242,Ganny,hamster,autre,2000,false,bordeaux,26/07/2022,,http://dummyimage.com/112x100.png/5fa2dd/ffffff,3,2018/04/15,2022/11/19
243,Morris,chien,labrador,2007,true,nantes,21/07/2021,,http://dummyimage.com/118x100.png/5fa2dd/ffffff,16,2018/12/25,2020/11/17
244,Wenona,chat,autre,1994,false,paris,25/08/1999,,http://dummyimage.com/238x100.png/dddddd/000000,1,2018/12/03,2020/09/26
245,Iver,chien,labrador,1998,false,orthez,10/12/2004,,http://dummyimage.com/214x100.png/dddddd/000000,14,2019/02/18,2020/07/13
246,Alexandros,lapin,sphynx,2008,false,orthez,28/03/2022,11/03/2022,http://dummyimage.com/184x100.png/dddddd/000000,0,2021/02/16,2019/09/02
247,Jerrilyn,hamster,autre,2012,true,toulouse,10/10/1999,,http://dummyimage.com/204x100.png/ff4444/ffffff,11,2019/08/19,2022/12/27
248,Faustina,cheval,américain,2010,false,mérignac,29/04/2020,,http://dummyimage.com/113x100.png/cc0000/ffffff,8,2021/12/19,2021/10/10
249,Duff,chat,,2009,true,pau,13/05/2006,21/04/2022,,16,,
250,Sela,chien,autre,2011,false,nantes,17/12/2020,,http://dummyimage.com/214x100.png/ff4444/ffffff,2,2021/06/20,2021/09/24
251,Garrett,chien,siamois,2006,true,bordeaux,21/11/2020,,http://dummyimage.com/191x100.png/ff4444/ffffff,1,2019/08/03,2021/04/12
252,Frank,chien,berger,2012,true,bordeaux,10/04/2002,,http://dummyimage.com/170x100.png/ff4444/ffffff,0,2020/08/13,2022/02/12
253,Clara,tortue,labrador,1994,true,lyon,27/12/2002,,http://dummyimage.com/157x100.png/dddddd/000000,18,2020/08/27,2018/10/06
254,Tammie,chat,autre,1989,false,bordeaux,04/03/2004,,http://dummyimage.com/175x100.png/5fa2dd/ffffff,0,2021/06/09,2021/07/17
255,Alane,chat,bichon,2011,false,orthez,13/10/2009,10/09/2018,http://dummyimage.com/182x100.png/dddddd/000000,10,2022/09/06,2021/11/04
256,Dennet,chien,berger australien,1991,false,mérignac,08/10/2021,,http://dummyimage.com/225x100.png/5fa2dd/ffffff,16,2018/04/04,2019/08/17
257,Cary,tortue,autre,2012,false,orthez,11/09/1998,27/10/2018,http://dummyimage.com/127x100.png/dddddd/000000,13,2019/05/11,2018/09/01
258,Peri,chien,autre,1996,true,nantes,17/10/2005,,http://dummyimage.com/219x100.png/cc0000/ffffff,12,2020/08/11,2018/07/01
259,Cathee,tortue,bichon,1998,true,mérignac,30/04/2014,09/03/2020,http://dummyimage.com/115x100.png/dddddd/000000,13,2023/01/07,2019/06/12
260,Regine,oiseau,sphynx,1993,false,bordeaux,20/04/2010,28/11/2018,http://dummyimage.com/111x100.png/cc0000/ffffff,9,2019/08/03,2020/12/03
261,Michael,hamster,américain,2001,true,pau,30/09/2021,,http://dummyimage.com/112x100.png/dddddd/000000,1,2021/08/10,2018/08/16
262,Daffie,chien,sphynx,2001,false,orthez,26/06/2014,29/09/2021,http://dummyimage.com/102x100.png/ff4444/ffffff,2,2020/05/12,2019/06/10
263,Casie,chien,abyssin,2009,false,toulouse,03/04/2013,,http://dummyimage.com/149x100.png/dddddd/000000,0,2021/10/29,2022/09/19
264,Brig,chien,berger australien,1998,true,bordeaux,12/01/2002,,http://dummyimage.com/196x100.png/ff4444/ffffff,18,2021/01/09,2020/10/10
265,Robina,chien,autre,1996,false,mérignac,08/10/2007,,http://dummyimage.com/118x100.png/5fa2dd/ffffff,11,2022/02/15,2020/10/05
266,Vivian,chien,sphynx,1992,true,pau,15/01/2021,14/09/2019,http://dummyimage.com/133x100.png/5fa2dd/ffffff,12,2021/04/12,2019/02/02
267,Annis,chien,labrador,2003,false,nantes,19/01/2015,,http://dummyimage.com/249x100.png/dddddd/000000,0,2018/09/30,2018/02/20
268,Averil,chat,berger,2004,false,orthez,20/05/1998,,http://dummyimage.com/219x100.png/cc0000/ffffff,4,2021/09/11,2019/04/25
269,Winnifred,chat,abyssin,1992,true,toulouse,29/09/2015,,http://dummyimage.com/134x100.png/5fa2dd/ffffff,18,2021/06/21,2021/11/16
270,Carlynn,chat,abyssin,2002,true,orthez,11/12/2018,,http://dummyimage.com/193x100.png/dddddd/000000,17,2020/03/10,2018/06/24
271,Nikaniki,chat,américain,2009,true,mérignac,05/12/2004,22/10/2021,http://dummyimage.com/249x100.png/ff4444/ffffff,10,2018/05/20,2020/03/21
272,Glenden,chien,,2009,false,orthez,21/09/2015,07/02/2019,,5,,
273,Amalle,chat,américain,2007,false,mérignac,09/02/2020,,http://dummyimage.com/137x100.png/dddddd/000000,4,2019/01/26,2018/03/05
274,Tobey,chien,berger,2011,true,paris,06/09/2022,08/02/2018,http://dummyimage.com/206x100.png/dddddd/000000,3,2019/11/08,2018/11/13
275,Vilma,autre,siamois,2007,true,paris,12/06/2010,15/10/2021,http://dummyimage.com/246x100.png/5fa2dd/ffffff,1,2021/04/30,2020/07/21
276,Vasili,chien,berger australien,1993,false,pau,17/06/2002,,http://dummyimage.com/240x100.png/dddddd/000000,10,2019/07/29,2019/09/13
277,Josie,chien,berger australien,2011,true,mérignac,13/04/2006,14/06/2021,http://dummyimage.com/185x100.png/5fa2dd/ffffff,12,2019/09/17,2018/02/03
278,Fransisco,hamster,berger australien,1999,true,pau,28/10/2016,,http://dummyimage.com/232x100.png/5fa2dd/ffffff,12,2018/02/23,2022/07/29
279,Maridel,chien,autre,2007,true,bordeaux,31/07/2014,02/08/2019,http://dummyimage.com/233x100.png/cc0000/ffffff,17,2019/10/09,2018/10/07
280,Feliza,tortue,abyssin,2007,true,toulouse,30/12/1998,,http://dummyimage.com/176x100.png/5fa2dd/ffffff,8,2022/10/21,2020/07/24
281,Anthiathia,hamster,siamois,1986,false,paris,28/03/2004,29/08/2018,http://dummyimage.com/214x100.png/dddddd/000000,10,2018/03/29,2020/11/03
282,Nettle,chat,américain,1984,false,pau,08/01/2006,31/01/2018,http://dummyimage.com/213x100.png/ff4444/ffffff,3,2019/08/08,2020/03/29
283,Sterling,chat,berger,1995,false,toulouse,08/04/2017,,http://dummyimage.com/129x100.png/cc0000/ffffff,0,2022/10/24,2020/11/01
284,Wanids,hamster,sphynx,2003,false,lyon,31/03/2021,,http://dummyimage.com/142x100.png/cc0000/ffffff,3,2021/08/19,2021/09/25
285,Riordan,chien,américain,1988,false,paris,24/01/2018,,http://dummyimage.com/190x100.png/dddddd/000000,19,2021/09/24,2022/12/24
286,Towney,chien,sphynx,2005,false,toulouse,08/11/2016,01/06/2021,http://dummyimage.com/235x100.png/dddddd/000000,10,2018/12/20,2018/05/20
287,Vittorio,chat,sphynx,2012,false,paris,19/02/2009,,http://dummyimage.com/103x100.png/ff4444/ffffff,17,2020/06/25,2020/04/25
288,Winnah,chat,berger,2009,true,nantes,23/05/2010,,http://dummyimage.com/242x100.png/5fa2dd/ffffff,3,2018/09/29,2022/06/29
289,Filippa,chat,,1997,true,mérignac,04/04/2009,03/07/2018,,2,,
290,Roderick,hamster,abyssin,2000,true,pau,22/11/2005,,http://dummyimage.com/168x100.png/ff4444/ffffff,11,2021/01/07,2020/10/07
291,Ced,chat,bichon,2009,false,mérignac,16/07/2007,,http://dummyimage.com/235x100.png/ff4444/ffffff,12,2022/11/18,2018/09/07
292,Linea,chien,,1985,false,nantes,22/04/2015,,,14,,
293,Bartel,chien,abyssin,2003,true,paris,14/05/2021,09/08/2021,http://dummyimage.com/153x100.png/ff4444/ffffff,11,2020/03/30,2018/06/21
294,Jobi,oiseau,autre,2006,false,lyon,29/04/2008,05/04/2018,http://dummyimage.com/149x100.png/dddddd/000000,19,2019/11/14,2021/10/10
295,Agata,chat,autre,2006,true,orthez,24/03/2002,05/07/2019,http://dummyimage.com/245x100.png/5fa2dd/ffffff,2,2020/09/10,2018/04/17
296,Darcy,chien,berger australien,1997,true,orthez,29/03/2013,,http://dummyimage.com/117x100.png/ff4444/ffffff,17,2019/06/07,2018/12/25
297,Florette,lapin,bichon,1994,false,nantes,24/08/2010,26/08/2022,http://dummyimage.com/104x100.png/ff4444/ffffff,20,2020/08/15,2023/01/09
298,Horace,chien,berger australien,1998,false,paris,16/12/2005,14/04/2018,http://dummyimage.com/192x100.png/ff4444/ffffff,14,2021/02/18,2020/12/18
299,Ann-marie,chien,berger,1988,false,pau,08/11/2006,,http://dummyimage.com/115x100.png/5fa2dd/ffffff,6,2022/06/14,2020/07/06
300,Sapphira,chat,sphynx,1990,true,orthez,26/12/2008,,http://dummyimage.com/217x100.png/dddddd/000000,12,2021/06/23,2018/10/14
301,Beverly,chat,bichon,1993,false,lyon,01/03/2001,,http://dummyimage.com/233x100.png/ff4444/ffffff,4,2021/05/12,2019/04/03
302,Rosina,chat,labrador,1991,true,pau,22/08/2000,,http://dummyimage.com/188x100.png/cc0000/ffffff,5,2019/08/06,2018/02/12
303,Eduardo,chien,autre,2003,false,mérignac,29/03/2014,,http://dummyimage.com/219x100.png/ff4444/ffffff,20,2021/01/09,2021/02/27
304,Kain,chien,sphynx,2006,true,toulouse,29/01/1999,,http://dummyimage.com/230x100.png/cc0000/ffffff,0,2018/09/03,2019/04/15
305,Debora,lapin,bichon,2006,true,toulouse,08/12/2006,,http://dummyimage.com/153x100.png/5fa2dd/ffffff,12,2020/10/23,2018/02/09
306,Barbara-anne,chat,bichon,1989,true,mérignac,15/10/2014,,http://dummyimage.com/102x100.png/dddddd/000000,8,2021/08/02,2018/12/31
307,Jackie,chat,labrador,2002,false,mérignac,16/12/2007,18/01/2023,http://dummyimage.com/122x100.png/5fa2dd/ffffff,16,2022/12/05,2020/03/18
308,Zaria,oiseau,abyssin,2010,false,toulouse,11/06/2006,21/03/2020,http://dummyimage.com/250x100.png/5fa2dd/ffffff,7,2020/04/13,2022/01/16
309,Roch,hamster,berger australien,1988,true,nantes,02/09/2019,,http://dummyimage.com/117x100.png/ff4444/ffffff,8,2020/03/08,2021/12/16
310,Dermot,lapin,labrador,2011,true,mérignac,14/08/2022,12/07/2020,http://dummyimage.com/160x100.png/5fa2dd/ffffff,2,2019/02/14,2018/06/14
311,Randa,chien,autre,2011,false,bordeaux,16/01/2014,,http://dummyimage.com/222x100.png/ff4444/ffffff,12,2021/09/26,2020/01/25
312,Jeanna,chat,labrador,1992,true,orthez,01/05/2020,26/03/2019,http://dummyimage.com/109x100.png/cc0000/ffffff,11,2019/11/16,2020/09/01
313,Vidovik,chien,autre,2003,false,orthez,24/05/2015,,http://dummyimage.com/229x100.png/cc0000/ffffff,17,2019/04/01,2019/03/22
314,Genni,chat,autre,2003,false,paris,17/04/2002,,http://dummyimage.com/178x100.png/cc0000/ffffff,19,2018/10/18,2022/10/08
315,Butch,chien,labrador,1992,false,toulouse,10/11/2000,04/10/2022,http://dummyimage.com/104x100.png/dddddd/000000,1,2021/08/19,2019/02/19
316,Cissy,chat,européen,1994,true,toulouse,14/04/2012,,http://dummyimage.com/227x100.png/ff4444/ffffff,14,2019/05/24,2019/11/14
317,Maritsa,chien,,2003,true,bordeaux,06/02/2017,,,18,,
318,Myrta,chien,abyssin,2006,false,orthez,31/03/2010,01/05/2022,http://dummyimage.com/100x100.png/dddddd/000000,5,2021/11/29,2019/04/12
319,Francine,chien,labrador,2008,false,orthez,16/12/2004,04/08/2019,http://dummyimage.com/169x100.png/dddddd/000000,9,2023/01/01,2021/03/13
320,Mina,chat,sphynx,2006,true,bordeaux,20/02/2017,,http://dummyimage.com/183x100.png/dddddd/000000,0,2022/08/07,2021/12/17
321,Anni,chien,labrador,2007,true,nantes,28/02/2022,08/09/2020,http://dummyimage.com/206x100.png/cc0000/ffffff,19,2022/07/27,2018/03/25
322,Vito,hamster,autre,2001,true,mérignac,17/06/2007,,http://dummyimage.com/121x100.png/dddddd/000000,5,2021/11/27,2022/06/07
323,Maurie,oiseau,autre,1998,true,bordeaux,07/10/2012,30/01/2021,http://dummyimage.com/215x100.png/dddddd/000000,8,2020/05/13,2022/09/04
324,Tarra,chien,labrador,1995,false,mérignac,02/11/2020,,http://dummyimage.com/135x100.png/ff4444/ffffff,1,2019/11/28,2019/09/18
325,Reyna,oiseau,européen,1988,false,bordeaux,13/04/2013,08/02/2018,http://dummyimage.com/167x100.png/ff4444/ffffff,13,2018/12/10,2019/06/16
326,Sumner,chat,labrador,2002,false,bordeaux,20/06/2019,12/03/2021,http://dummyimage.com/243x100.png/cc0000/ffffff,8,2022/07/06,2019/08/09
327,Grayce,chat,bichon,1997,false,orthez,25/05/2015,11/08/2020,http://dummyimage.com/235x100.png/dddddd/000000,8,2022/06/02,2022/03/07
328,Lewes,oiseau,siamois,1997,false,bordeaux,20/02/2005,,http://dummyimage.com/200x100.png/cc0000/ffffff,4,2020/03/05,2022/01/16
329,Adolphe,chat,berger australien,2003,true,nantes,05/01/2007,,http://dummyimage.com/176x100.png/ff4444/ffffff,16,2018/02/20,2020/10/08
330,Bent,chat,bichon,2000,false,toulouse,24/01/2002,,http://dummyimage.com/224x100.png/5fa2dd/ffffff,13,2021/09/11,2018/11/04
331,Warde,hamster,européen,1968,true,toulouse,29/11/2011,06/11/2021,http://dummyimage.com/191x100.png/cc0000/ffffff,7,2020/05/13,2020/06/07
332,Kelbee,chien,européen,2007,true,paris,07/10/1999,09/12/2022,http://dummyimage.com/234x100.png/ff4444/ffffff,19,2020/02/15,2021/01/08
333,Elbertine,autre,sphynx,1999,true,lyon,19/12/2020,,http://dummyimage.com/161x100.png/ff4444/ffffff,0,2020/08/20,2020/10/09
334,Mariel,autre,abyssin,2000,true,bordeaux,13/08/2019,05/12/2022,http://dummyimage.com/150x100.png/cc0000/ffffff,9,2018/12/22,2022/10/14
335,Odilia,chat,labrador,2008,false,nantes,24/11/2006,07/06/2022,http://dummyimage.com/220x100.png/cc0000/ffffff,15,2018/05/05,2019/04/08
336,Willie,chien,autre,1993,false,paris,09/01/2005,29/04/2019,http://dummyimage.com/182x100.png/ff4444/ffffff,3,2022/07/06,2019/08/17
337,Urbano,chien,autre,2004,false,paris,04/02/2007,,http://dummyimage.com/237x100.png/cc0000/ffffff,14,2018/05/21,2021/11/15
338,Elsa,cheval,bichon,2008,false,mérignac,06/01/2008,,http://dummyimage.com/247x100.png/5fa2dd/ffffff,8,2018/11/25,2019/05/01
339,Ric,chien,sphynx,2008,false,bordeaux,16/11/2017,,http://dummyimage.com/127x100.png/5fa2dd/ffffff,16,2021/11/25,2020/08/23
340,Vanya,lapin,sphynx,1958,true,nantes,26/08/2007,,http://dummyimage.com/223x100.png/5fa2dd/ffffff,0,2021/08/30,2022/03/06
341,Barclay,chien,bichon,1997,false,orthez,20/01/2012,,http://dummyimage.com/124x100.png/ff4444/ffffff,1,2018/07/26,2022/06/02
342,Harli,chat,labrador,1969,true,orthez,19/10/2003,25/11/2022,http://dummyimage.com/205x100.png/dddddd/000000,11,2022/05/06,2018/12/07
343,Colas,chat,sphynx,1995,true,mérignac,13/07/2016,,http://dummyimage.com/176x100.png/5fa2dd/ffffff,16,2020/10/01,2018/06/14
344,Sterling,chien,,1994,true,paris,17/10/1998,01/11/2019,,12,,
345,Griffin,chien,européen,2001,true,pau,01/05/2018,,http://dummyimage.com/246x100.png/cc0000/ffffff,4,2018/02/05,2018/10/13
346,Putnem,chien,berger,2006,false,lyon,12/12/2014,,http://dummyimage.com/156x100.png/cc0000/ffffff,4,2022/10/08,2018/01/31
347,Carly,chat,labrador,1992,false,lyon,13/05/2019,25/06/2019,http://dummyimage.com/142x100.png/5fa2dd/ffffff,15,2022/03/17,2018/06/09
348,Bogart,oiseau,abyssin,1999,false,pau,26/10/2019,,http://dummyimage.com/119x100.png/dddddd/000000,0,2020/03/20,2020/03/04
349,Cal,chien,berger australien,1997,true,lyon,07/05/2001,09/09/2021,http://dummyimage.com/217x100.png/dddddd/000000,9,2020/06/27,2022/04/12
350,Lesya,chien,berger australien,2006,false,pau,27/04/2014,19/05/2018,http://dummyimage.com/243x100.png/cc0000/ffffff,15,2019/02/01,2018/04/22
351,Scotti,chat,,1995,true,orthez,14/12/2003,,,13,,
352,Suzette,chat,américain,1998,true,paris,27/03/2006,15/06/2021,http://dummyimage.com/119x100.png/cc0000/ffffff,4,2019/12/16,2021/03/23
353,Fredericka,hamster,siamois,2010,false,paris,19/10/2004,,http://dummyimage.com/190x100.png/5fa2dd/ffffff,10,2020/01/27,2019/08/22
354,Fredelia,chat,autre,2011,false,nantes,14/04/2022,,http://dummyimage.com/168x100.png/dddddd/000000,3,2019/09/22,2019/09/04
355,Rice,chien,berger australien,2002,false,pau,08/08/2017,,http://dummyimage.com/122x100.png/ff4444/ffffff,1,2021/01/11,2020/06/23
356,Min,lapin,sphynx,1991,true,mérignac,18/09/2014,,http://dummyimage.com/150x100.png/5fa2dd/ffffff,13,2019/03/23,2018/09/27
357,Amber,autre,,1996,false,pau,14/04/2012,,,20,,
358,Hy,chien,européen,2008,false,lyon,04/09/2011,09/02/2019,http://dummyimage.com/219x100.png/5fa2dd/ffffff,16,2018/04/20,2018/02/06
359,Basile,chien,américain,2013,false,lyon,14/06/2020,01/12/2018,http://dummyimage.com/199x100.png/cc0000/ffffff,4,2020/06/11,2022/07/17
360,Martina,chat,berger australien,2004,false,orthez,21/08/2011,,http://dummyimage.com/141x100.png/dddddd/000000,15,2019/12/27,2019/09/22
361,Reina,chat,sphynx,1986,false,orthez,28/01/2003,19/02/2021,http://dummyimage.com/161x100.png/ff4444/ffffff,12,2019/07/07,2022/03/06
362,Adelbert,tortue,berger australien,1967,true,nantes,14/02/2008,,http://dummyimage.com/171x100.png/5fa2dd/ffffff,13,2021/10/20,2022/08/29
363,Lorene,chat,bichon,1994,true,lyon,05/07/2019,06/07/2018,http://dummyimage.com/120x100.png/dddddd/000000,3,2019/11/05,2021/08/21
364,Barbara,chat,labrador,2002,false,pau,16/03/2000,,http://dummyimage.com/183x100.png/cc0000/ffffff,20,2022/08/17,2022/12/24
365,Montague,tortue,américain,2000,false,lyon,03/12/2017,,http://dummyimage.com/182x100.png/cc0000/ffffff,0,2019/02/18,2018/05/27
366,Hillyer,chien,autre,2003,false,toulouse,10/10/2014,,http://dummyimage.com/128x100.png/dddddd/000000,2,2018/05/31,2021/11/16
367,Honor,chien,berger australien,1996,true,orthez,05/03/2021,,http://dummyimage.com/168x100.png/5fa2dd/ffffff,4,2022/10/18,2018/07/12
368,Xenos,lapin,siamois,1996,true,paris,30/07/2008,,http://dummyimage.com/246x100.png/ff4444/ffffff,5,2020/06/14,2022/06/01
369,Willie,autre,,2011,true,lyon,19/12/2003,,,12,,
370,Corie,chat,sphynx,1992,true,bordeaux,23/06/2017,12/11/2021,http://dummyimage.com/125x100.png/5fa2dd/ffffff,3,2020/12/27,2022/08/25
371,Alis,chien,,1988,true,toulouse,17/07/2011,,,19,,
372,Modestine,chien,bichon,2005,true,mérignac,31/07/2014,,http://dummyimage.com/170x100.png/ff4444/ffffff,11,2021/04/30,2020/06/04
373,Dorice,chat,,1997,true,nantes,19/01/2018,,,2,,
374,Morlee,chat,sphynx,1969,false,pau,16/11/2000,,http://dummyimage.com/102x100.png/dddddd/000000,20,2020/08/12,2022/10/14
375,Eba,chat,européen,2007,false,paris,08/03/2015,,http://dummyimage.com/169x100.png/5fa2dd/ffffff,14,2018/02/08,2019/04/10
376,Rudolf,chat,labrador,1992,true,toulouse,31/01/2017,,http://dummyimage.com/129x100.png/ff4444/ffffff,2,2019/03/22,2019/10/28
377,Amalia,autre,berger australien,2010,false,bordeaux,22/05/2005,,http://dummyimage.com/114x100.png/cc0000/ffffff,4,2022/03/11,2022/04/16
378,Julee,lapin,berger australien,1988,false,lyon,12/06/2004,,http://dummyimage.com/158x100.png/cc0000/ffffff,8,2020/12/13,2019/02/07
379,Janeta,chien,berger,1990,true,orthez,16/02/2020,,http://dummyimage.com/107x100.png/dddddd/000000,20,2022/08/23,2019/02/18
380,Joelly,chat,sphynx,1991,false,paris,01/07/2016,,http://dummyimage.com/228x100.png/cc0000/ffffff,16,2018/05/08,2022/12/22
381,Iris,chien,européen,1998,true,toulouse,27/04/2015,,http://dummyimage.com/180x100.png/cc0000/ffffff,11,2020/06/01,2020/09/06
382,Bevan,chat,bichon,2011,false,mérignac,22/10/2001,15/06/2022,http://dummyimage.com/153x100.png/ff4444/ffffff,15,2018/07/22,2018/08/05
383,Eustace,chien,américain,2012,true,pau,04/07/2012,,http://dummyimage.com/135x100.png/cc0000/ffffff,11,2018/06/24,2021/10/18
384,Wright,chat,siamois,1992,false,mérignac,30/07/2016,,http://dummyimage.com/109x100.png/ff4444/ffffff,1,2018/11/29,2021/05/05
385,Ebba,autre,siamois,2002,true,paris,18/09/2022,,http://dummyimage.com/114x100.png/5fa2dd/ffffff,6,2021/10/22,2022/09/09
386,Berri,chat,sphynx,2005,true,paris,21/05/1999,14/01/2021,http://dummyimage.com/206x100.png/cc0000/ffffff,11,2020/11/10,2022/04/13
387,Angus,tortue,berger australien,1997,false,bordeaux,16/04/2004,,http://dummyimage.com/146x100.png/cc0000/ffffff,6,2021/03/14,2021/05/17
